uniqueid,guess_number,word,guess,condition,trial,time_elapsed,prev_exp,w_remain_prev,w_remain_post,h_info_gain,m_info_gain,n_sample_guess,r_info_gain,losses,random_losses,sample_guess_lambda
debugVQa6O:debug7te0V,5,glare,lease,GUESS,0,27.561,10.0,2,2,0.0,0.71,2317.0,0.16666666666666666,0.5041,0.027777777777777776,5e-05
debugVQa6O:debug7te0V,6,glare,flare,GUESS,0,77.20100000000001,10.0,2,1,0.75,0.74,2317.0,0.03333333333333333,0.00010000000000000018,0.5136111111111111,5e-05
debugVQa6O:debug7te0V,7,glare,glare,GUESS,0,3.23,10.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debugVQa6O:debug7te0V,1,draft,stand,GUESS,1,3.117,10.0,2317,5,0.906875,0.92345,2317.0,0.880375,0.0002747306250000002,0.0007022499999999983,5e-05
debugVQa6O:debug7te0V,2,draft,teams,GUESS,1,16.793,10.0,5,2,0.6,0.8256,2317.0,0.6373333333333334,0.05089536000000001,0.0013937777777777859,5e-05
debugVQa6O:debug7te0V,3,draft,roads,GUESS,1,34.313,10.0,2,1,0.5,0.72,2317.0,0.26666666666666666,0.04839999999999999,0.05444444444444445,5e-05
debugVQa6O:debug7te0V,4,draft,draft,GUESS,1,67.624,10.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debugVQa6O:debug7te0V,1,early,stand,GUESS,2,5.44,10.0,2317,208,0.933125,0.9142,2317.0,0.8659166666666667,0.00035815562499999883,0.004516960069444442,5e-05
debugVQa6O:debug7te0V,2,early,flare,GUESS,2,24.114,10.0,208,8,0.908125,0.9084499999999999,2317.0,0.8320416666666667,1.0562499999994065e-07,0.005788673611111103,5e-05
debugVQa6O:debug7te0V,3,early,large,GUESS,2,34.304,10.0,8,1,0.84375,0.846875,2317.0,0.4083333333333333,9.765625000000278e-06,0.18958767361111112,5e-05
debugVQa6O:debug7te0V,4,early,early,GUESS,2,18.145,10.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debugVQa6O:debug7te0V,1,acorn,stand,GUESS,3,3.733,10.0,2317,71,0.925625,0.935175,2317.0,0.8977916666666665,9.120249999999899e-05,0.0007746944444444531,5e-05
debugVQa6O:debug7te0V,2,acorn,antsy,GUESS,3,26.754,10.0,71,7,0.509375,0.9063999999999999,2317.0,0.739,0.15762885062499987,0.05272764062499999,5e-05
debugVQa6O:debug7te0V,3,acorn,aging,GUESS,3,45.988,10.0,7,3,0.5714285714285714,0.8114285714285714,2317.0,0.5360544217687075,0.0576,0.0012513304641584458,5e-05
debugVQa6O:debug7te0V,4,acorn,aspen,GUESS,3,35.312,10.0,3,1,0.6666666666666667,0.7822222222222223,2317.0,0.5185185185185186,0.01335308641975308,0.02194787379972565,5e-05
debugVQa6O:debug7te0V,5,acorn,adorn,GUESS,3,51.553000000000004,10.0,1,1,0.0,1.0,2317.0,0.0,1.0,0.0,5e-05
debugVQa6O:debug7te0V,6,acorn,acorn,GUESS,3,7.606,10.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debugVQa6O:debug7te0V,1,grind,stand,GUESS,4,2.9610000000000003,10.0,2317,13,0.9075,0.91065,2317.0,0.8993750000000003,9.922499999999912e-06,6.601562499999539e-05,5e-05
debugVQa6O:debug7te0V,2,grind,trend,GUESS,4,44.463,10.0,13,2,0.668639053254438,0.7905325443786982,2317.0,0.5601577909270217,0.014858023178460121,0.011768184276149707,5e-05
debugVQa6O:debug7te0V,3,grind,grind,GUESS,4,5.638999999999999,10.0,2,1,0.5,0.71,2317.0,0.3,0.044099999999999986,0.04000000000000001,5e-05
debugVQa6O:debug7te0V,1,sugar,stand,GUESS,5,3.386,10.0,2317,27,0.960625,0.929675,2317.0,0.8795000000000001,0.0009579024999999951,0.0065812656249999825,5e-05
debugVQa6O:debug7te0V,2,sugar,sages,GUESS,5,86.898,10.0,27,2,0.7530864197530864,0.8968449931412895,2317.0,0.6853223593964335,0.02066652742261137,0.004591967876020103,5e-05
debugVQa6O:debug7te0V,3,sugar,sigma,GUESS,5,19.472,10.0,2,1,1.0,0.73,2317.0,0.3,0.0729,0.48999999999999994,5e-05
debugVQa6O:debug7te0V,4,sugar,sugar,GUESS,5,16.486,10.0,1,1,1.0,1.0,2317.0,0.0,0.0,1.0,5e-05
debugWetJe:debug2seFP,1,tired,later,TIME,0,3.4810000000000003,10.0,2317,9,0.92375,0.9184249999999998,1380.8,0.8524166666666667,2.835562500000144e-05,0.005088444444444433,0.0001
debugWetJe:debug2seFP,2,tired,rotes,TIME,0,6.332999999999999,10.0,9,7,0.2962962962962963,0.8301234567901234,1770.76,0.45267489711934156,0.2849714372809023,0.024454266795373335,0.0001
debugWetJe:debug2seFP,3,tired,treed,TIME,0,8.449,10.0,7,1,0.7142857142857143,0.7910204081632654,1732.16,0.5619047619047619,0.005888213244481471,0.02321995464852608,0.0001
debugWetJe:debug2seFP,4,tired,tired,TIME,0,5.032,10.0,1,1,1.0,0.56,1866.0,0.0,0.19359999999999997,1.0,0.0001
debugWetJe:debug2seFP,1,snore,later,TIME,1,1.893,10.0,2317,100,0.960625,0.92395,1396.64,0.8722916666666667,0.001345055624999993,0.007802777777777765,0.0001
debugWetJe:debug2seFP,2,snore,reals,TIME,1,6.975,10.0,100,16,0.731875,0.8565999999999999,1544.52,0.7238749999999998,0.015556325624999966,6.400000000000367e-05,0.0001
debugWetJe:debug2seFP,3,snore,snare,TIME,1,8.208,10.0,16,1,0.71484375,0.908125,1739.96,0.5989583333333334,0.037357641601562484,0.013429429796006935,0.0001
debugWetJe:debug2seFP,4,snore,snore,TIME,1,3.097,10.0,1,1,1.0,0.68,1989.0,0.0,0.10239999999999996,1.0,0.0001
debugWetJe:debug2seFP,1,draft,later,TIME,2,1.868,10.0,2317,25,0.943125,0.9206749999999999,1373.64,0.8736666666666667,0.0005040025000000037,0.004824460069444438,0.0001
debugWetJe:debug2seFP,2,draft,tared,TIME,2,15.744000000000002,10.0,25,1,0.6368,0.870016,1664.96,0.6242133333333334,0.05438970265599999,0.00015842417777777698,0.0001
debugWetJe:debug2seFP,3,draft,drats,TIME,2,13.104000000000001,10.0,1,1,0.0,0.6,1907.0,0.0,0.36,0.0,0.0001
debugWetJe:debug2seFP,4,draft,draft,TIME,2,31.864,10.0,1,1,1.0,0.24,1538.0,0.0,0.5776,1.0,0.0001
debugWetJe:debug2seFP,1,smile,later,TIME,3,2.819,10.0,2317,67,0.948125,0.925425,1415.52,0.8870833333333332,0.0005152899999999974,0.003726085069444457,0.0001
debugWetJe:debug2seFP,2,smile,elate,TIME,3,5.303999999999999,10.0,67,17,0.69375,0.8816499999999999,1600.52,0.7321249999999999,0.03530640999999998,0.0014726406249999952,0.0001
debugWetJe:debug2seFP,3,smile,taler,TIME,3,7.24,10.0,17,10,0.45328719723183386,0.8959169550173008,1620.32,0.6147635524798153,0.19592110247722117,0.0260746133041723,0.0001
debugWetJe:debug2seFP,4,smile,plane,TIME,3,11.112,10.0,10,8,0.26,0.8664000000000001,1624.96,0.5260000000000001,0.36772096000000004,0.07075600000000007,0.0001
debugWetJe:debug2seFP,5,smile,money,TIME,3,14.895,10.0,8,1,0.6875,0.834375,1651.0,0.4875,0.021572265624999993,0.04000000000000001,0.0001
debugWetJe:debug2seFP,6,smile,limbs,TIME,3,13.538,10.0,1,1,0.0,0.48,1784.0,0.0,0.2304,0.0,0.0001
debugWetJe:debug2seFP,7,smile,smile,TIME,3,6.87,10.0,1,1,1.0,0.56,1866.0,0.0,0.19359999999999997,1.0,0.0001
debugWetJe:debug2seFP,1,adapt,later,TIME,4,1.327,10.0,2317,38,0.95375,0.916375,1391.84,0.8929999999999999,0.0013968906249999951,0.00369056250000001,0.0001
debugWetJe:debug2seFP,2,adapt,tamed,TIME,4,6.207999999999999,10.0,38,3,0.577562326869806,0.9099722991689753,1556.48,0.6966297322253002,0.11049638968393447,0.01417704701808957,0.0001
debugWetJe:debug2seFP,3,adapt,diets,TIME,4,7.152,10.0,3,2,0.4444444444444444,0.7422222222222224,1766.04,0.4222222222222222,0.08867160493827175,0.0004938271604938261,0.0001
debugWetJe:debug2seFP,4,adapt,adits,TIME,4,12.335999999999999,10.0,2,2,0.0,0.68,1971.44,0.23333333333333334,0.4624000000000001,0.05444444444444445,0.0001
debugWetJe:debug2seFP,5,adapt,adult,TIME,4,18.727999999999998,10.0,2,2,0.0,0.78,2035.88,0.36666666666666664,0.6084,0.13444444444444442,0.0001
debugWetJe:debug2seFP,6,adapt,adopt,TIME,4,14.064,10.0,2,1,0.75,0.72,2011.52,0.26666666666666666,0.0009000000000000016,0.2336111111111111,0.0001
debugWetJe:debug2seFP,7,adapt,adept,TIME,4,3.7039999999999997,10.0,1,1,0.0,0.6,1907.0,0.0,0.36,0.0,0.0001
debugWetJe:debug2seFP,8,adapt,adapt,TIME,4,13.017000000000001,10.0,1,1,1.0,0.68,1989.0,0.0,0.10239999999999996,1.0,0.0001
debugWetJe:debug2seFP,1,deals,later,TIME,5,1.632,10.0,2317,41,0.946875,0.92915,1399.2,0.8765833333333333,0.00031417562499999965,0.00494091840277779,0.0001
debugWetJe:debug2seFP,2,deals,paler,TIME,5,7.022,10.0,41,32,0.3425,0.86,1672.32,0.6521250000000001,0.26780624999999997,0.09586764062500003,0.0001
debugWetJe:debug2seFP,3,deals,small,TIME,5,5.393,10.0,32,1,0.890625,0.8846875,1678.28,0.6784505208333333,3.5253906250000474e-05,0.04501800960964626,0.0001
debugWetJe:debug2seFP,4,deals,deals,TIME,5,8.455,10.0,1,1,1.0,0.48,1784.0,0.0,0.27040000000000003,1.0,0.0001
debugWw4Y4:debugkpGyQ,1,tired,eager,GUESS,0,24.671,0.0,2317,33,0.936875,0.9295250000000002,338.92,0.8843749999999999,5.402249999999789e-05,0.002756250000000011,0.0005
debugWw4Y4:debugkpGyQ,2,tired,climb,GUESS,0,150.865,0.0,33,5,0.8337924701561066,0.8643893480257115,411.96,0.6334251606978879,0.0009361689353675221,0.04014705869952557,0.0005
debugWw4Y4:debugkpGyQ,3,tired,dirty,GUESS,0,38.999,0.0,5,1,0.6799999999999999,0.7952000000000001,424.12,0.464,0.013271040000000045,0.04665599999999996,0.0005
debugWw4Y4:debugkpGyQ,4,tired,tired,GUESS,0,21.529,0.0,1,1,1.0,0.08,345.0,0.0,0.8464,1.0,0.0005
debugWw4Y4:debugkpGyQ,1,early,equip,GUESS,1,17.323,0.0,2317,45,0.8375,0.919275,340.72,0.8870833333333333,0.006687150624999989,0.0024585069444444424,0.0005
debugWw4Y4:debugkpGyQ,2,early,exams,GUESS,1,18.01,0.0,45,7,0.809375,0.9134750000000001,362.52,0.7725000000000002,0.01083681000000004,0.001359765624999983,0.0005
debugWw4Y4:debugkpGyQ,3,early,exalt,GUESS,1,25.976999999999997,0.0,7,2,0.6938775510204082,0.8375510204081634,376.52,0.6326530612244898,0.02064206580591425,0.003748438150770507,0.0005
debugWw4Y4:debugkpGyQ,4,early,excel,GUESS,1,32.667,0.0,2,2,0.0,0.59,421.8,0.2,0.34809999999999997,0.04000000000000001,0.0005
debugWw4Y4:debugkpGyQ,5,early,equal,GUESS,1,52.548,0.0,2,2,0.0,0.58,407.6,0.3,0.3364,0.09,0.0005
debugWw4Y4:debugkpGyQ,6,early,early,GUESS,1,51.961000000000006,0.0,2,1,0.75,0.58,391.48,0.36666666666666664,0.028900000000000012,0.14694444444444446,0.0005
debugWw4Y4:debugkpGyQ,1,hairy,equip,GUESS,2,31.434,0.0,2317,229,0.825,0.9070999999999999,340.4,0.8711666666666666,0.006740409999999992,0.0021313611111111134,0.0005
debugWw4Y4:debugkpGyQ,2,hairy,ovary,GUESS,2,33.224000000000004,0.0,229,3,0.8362499999999999,0.8807749999999999,375.96,0.8245416666666667,0.001982475624999993,0.00013708506944444155,0.0005
debugWw4Y4:debugkpGyQ,3,hairy,dairy,GUESS,2,12.96,0.0,3,2,0.5555555555555556,0.5822222222222222,445.52,0.24444444444444446,0.0007111111111111084,0.09679012345679013,0.0005
debugWw4Y4:debugkpGyQ,4,hairy,hairy,GUESS,2,11.587,0.0,2,1,0.75,0.53,422.68,0.03333333333333333,0.04839999999999999,0.5136111111111111,0.0005
debugWw4Y4:debugkpGyQ,1,shaft,eager,GUESS,3,11.045,0.0,2317,190,0.933125,0.9181,341.32,0.8669166666666666,0.00022575062499999865,0.00438354340277779,0.0005
debugWw4Y4:debugkpGyQ,2,shaft,badge,GUESS,3,11.877,0.0,190,153,0.4375,0.9175249999999999,378.92,0.8030416666666668,0.23042400062499993,0.1336207100694445,0.0005
debugWw4Y4:debugkpGyQ,3,shaft,fault,GUESS,3,7.95,0.0,153,2,0.829375,0.9188,377.96,0.7684166666666667,0.007996830624999996,0.0037159184027777646,0.0005
debugWw4Y4:debugkpGyQ,4,shaft,faint,GUESS,3,10.751,0.0,2,2,0.0,0.56,412.48,0.43333333333333335,0.31360000000000005,0.1877777777777778,0.0005
debugWw4Y4:debugkpGyQ,5,shaft,paint,GUESS,3,25.608,0.0,2,2,0.0,0.55,393.16,0.3,0.30250000000000005,0.09,0.0005
debugWw4Y4:debugkpGyQ,6,shaft,first,GUESS,3,9.606,0.0,2,1,0.5,0.53,359.64,0.4,0.0009000000000000016,0.009999999999999995,0.0005
debugWw4Y4:debugkpGyQ,7,shaft,coast,GUESS,3,34.830999999999996,0.0,1,1,0.0,0.04,332.04,0.0,0.0016,0.0,0.0005
debugWw4Y4:debugkpGyQ,8,shaft,feast,GUESS,3,16.29,0.0,1,1,0.0,0.08,346.92,0.0,0.0064,0.0,0.0005
debugWw4Y4:debugkpGyQ,9,shaft,beast,GUESS,3,16.2,0.0,1,1,0.0,0.2,379.68,0.0,0.04000000000000001,0.0,0.0005
debugWw4Y4:debugkpGyQ,10,shaft,draft,GUESS,3,24.35,0.0,1,1,0.0,0.08,346.28,0.0,0.0064,0.0,0.0005
debugWw4Y4:debugkpGyQ,11,shaft,craft,GUESS,3,8.898,0.0,1,1,0.0,0.2,385.32,0.0,0.04000000000000001,0.0,0.0005
debugWw4Y4:debugkpGyQ,12,shaft,shaft,GUESS,3,24.744,0.0,1,1,1.0,0.2,383.24,0.0,0.6400000000000001,1.0,0.0005
debugWw4Y4:debugkpGyQ,1,sugar,eager,GUESS,4,14.959000000000001,0.0,2317,3,0.913125,0.9205500000000001,344.88,0.85,5.513062500000187e-05,0.003984765624999998,0.0005
debugWw4Y4:debugkpGyQ,2,sugar,anger,GUESS,4,35.735,0.0,3,2,0.6666666666666667,0.6711111111111111,440.84,0.4074074074074074,1.9753086419752355e-05,0.06721536351165985,0.0005
debugWw4Y4:debugkpGyQ,3,sugar,sugar,GUESS,4,164.66099999999997,0.0,2,1,0.75,0.54,372.04,0.3,0.044099999999999986,0.2025,0.0005
debugWw4Y4:debugkpGyQ,1,glare,anger,GUESS,5,57.846000000000004,0.0,2317,10,0.92375,0.9287000000000001,342.24,0.8767499999999998,2.4502500000001197e-05,0.0022090000000000143,0.0005
debugWw4Y4:debugkpGyQ,2,glare,eager,GUESS,5,15.823,0.0,10,8,0.26,0.722,438.28,0.45133333333333336,0.21344399999999997,0.03660844444444445,0.0005
debugWw4Y4:debugkpGyQ,3,glare,regal,GUESS,5,19.708,0.0,8,1,0.25,0.681875,458.68,0.4125,0.186516015625,0.026406249999999992,0.0005
debugWw4Y4:debugkpGyQ,4,glare,large,GUESS,5,27.143,0.0,1,1,0.0,0.08,340.68,0.0,0.0064,0.0,0.0005
debugWw4Y4:debugkpGyQ,5,glare,glare,GUESS,5,12.068,0.0,1,1,1.0,0.24,399.0,0.0,0.5776,1.0,0.0005
debugZBQOi:debugeoEJf,1,deals,retch,TIME,0,17.535,0.0,2317,66,0.938125,0.9341499999999999,1403.44,0.879416666666667,1.5800625000000492e-05,0.003446668402777742,0.0001
debugZBQOi:debugeoEJf,2,deals,farce,TIME,0,19.179000000000002,0.0,66,15,0.734375,0.9052250000000001,1543.36,0.6845833333333331,0.02918972250000002,0.002479210069444468,0.0001
debugZBQOi:debugeoEJf,3,deals,agree,TIME,0,15.293,0.0,15,12,0.32000000000000006,0.8944,1628.96,0.5985185185185186,0.3299353599999999,0.07757256515775034,0.0001
debugZBQOi:debugeoEJf,4,deals,plate,TIME,0,19.944000000000003,0.0,12,3,0.8263888888888888,0.9191666666666667,1686.84,0.5958333333333333,0.008607716049382728,0.05315586419753084,0.0001
debugZBQOi:debugeoEJf,5,deals,leave,TIME,0,84.70700000000001,0.0,3,2,0.4444444444444444,0.7733333333333333,1819.08,0.2888888888888889,0.1081679012345679,0.024197530864197514,0.0001
debugZBQOi:debugeoEJf,6,deals,peach,TIME,0,16.386,0.0,2,2,0.0,0.7,1986.04,0.26666666666666666,0.48999999999999994,0.07111111111111111,0.0001
debugZBQOi:debugeoEJf,7,deals,bears,TIME,0,12.664000000000001,0.0,2,1,0.5,0.61,1969.44,0.36666666666666664,0.012099999999999998,0.017777777777777785,0.0001
debugZBQOi:debugeoEJf,8,deals,means,TIME,0,24.796,0.0,1,1,0.0,0.48,1784.0,0.0,0.2304,0.0,0.0001
debugZBQOi:debugeoEJf,9,deals,deans,TIME,0,35.256,0.0,1,1,0.0,0.56,1866.0,0.0,0.31360000000000005,0.0,0.0001
debugZBQOi:debugeoEJf,10,deals,deals,TIME,0,11.424000000000001,0.0,1,1,1.0,0.52,1825.0,0.0,0.2304,1.0,0.0001
debugZBQOi:debugeoEJf,1,snore,meals,TIME,1,11.01,0.0,2317,105,0.945625,0.9252000000000001,1389.48,0.8644166666666667,0.00041718062499999654,0.006594793402777777,0.0001
debugZBQOi:debugeoEJf,2,snore,steal,TIME,1,9.22,0.0,105,35,0.77,0.91555,1578.84,0.7847500000000002,0.02118480249999999,0.00021756250000000448,0.0001
debugZBQOi:debugeoEJf,3,snore,shine,TIME,1,19.652,0.0,35,1,0.8775510204081632,0.9095510204081632,1560.04,0.6770068027210885,0.0010239999999999947,0.04021798324772083,0.0001
debugZBQOi:debugeoEJf,4,snore,stone,TIME,1,43.652,0.0,1,1,0.0,0.56,1866.0,0.0,0.31360000000000005,0.0,0.0001
debugZBQOi:debugeoEJf,5,snore,snore,TIME,1,12.65,0.0,1,1,1.0,0.64,1948.0,0.0,0.1296,1.0,0.0001
debugZBQOi:debugeoEJf,1,tired,fares,TIME,2,8.559,0.0,2317,8,0.943125,0.916875,1390.84,0.8862916666666666,0.0006890624999999998,0.0032300277777777857,0.0001
debugZBQOi:debugeoEJf,2,tired,twine,TIME,2,11.825,0.0,8,1,0.875,0.809375,1761.16,0.4791666666666667,0.004306640625000006,0.15668402777777776,0.0001
debugZBQOi:debugeoEJf,3,tired,tiles,TIME,2,16.797,0.0,1,1,0.0,0.76,2071.0,0.0,0.5776,0.0,0.0001
debugZBQOi:debugeoEJf,4,tired,timer,TIME,2,19.974,0.0,1,1,0.0,0.68,1989.0,0.0,0.4624000000000001,0.0,0.0001
debugZBQOi:debugeoEJf,5,tired,tired,TIME,2,21.7,0.0,1,1,1.0,0.56,1866.0,0.0,0.19359999999999997,1.0,0.0001
debugZBQOi:debugeoEJf,1,sugar,swear,TIME,3,7.1739999999999995,0.0,2317,3,0.90375,0.9149749999999999,1413.88,0.9109166666666668,0.00012600062499999593,5.136111111111253e-05,0.0001
debugZBQOi:debugeoEJf,2,sugar,stair,TIME,3,60.85,0.0,3,3,0.0,0.7066666666666667,1891.52,0.43703703703703717,0.49937777777777775,0.1910013717421126,0.0001
debugZBQOi:debugeoEJf,3,sugar,savor,TIME,3,41.849,0.0,3,1,0.4444444444444444,0.7555555555555555,1855.24,0.20740740740740743,0.09679012345679013,0.05618655692729765,0.0001
debugZBQOi:debugeoEJf,4,sugar,sugar,TIME,3,39.896,0.0,1,1,1.0,0.6,1907.0,0.0,0.16000000000000003,1.0,0.0001
debugZBQOi:debugeoEJf,1,glare,fears,TIME,4,14.173,0.0,2317,3,0.935625,0.916675,1378.64,0.8952083333333334,0.00035910250000000085,0.0016335069444444435,0.0001
debugZBQOi:debugeoEJf,2,glare,blare,TIME,4,21.298000000000002,0.0,3,1,0.7777777777777778,0.7511111111111113,1915.68,0.18518518518518517,0.0007111111111111025,0.3511659807956104,0.0001
debugZBQOi:debugeoEJf,3,glare,glare,TIME,4,22.125999999999998,0.0,1,1,1.0,0.44,1743.0,0.0,0.31360000000000005,1.0,0.0001
debugZBQOi:debugeoEJf,1,adult,water,TIME,5,7.221,0.0,2317,54,0.93875,0.9284,1411.44,0.8724583333333334,0.00010712249999999938,0.004394585069444426,0.0001
debugZBQOi:debugeoEJf,2,adult,thank,TIME,5,22.194000000000003,0.0,54,19,0.8674999999999999,0.90155,1617.08,0.7371666666666667,0.0011594025000000016,0.01698677777777774,0.0001
debugZBQOi:debugeoEJf,3,adult,stoat,TIME,5,29.247,0.0,19,3,0.8698060941828255,0.92,1691.48,0.6777469990766389,0.0025194281811833875,0.03688669601300722,0.0001
debugZBQOi:debugeoEJf,4,adult,abort,TIME,5,21.528000000000002,0.0,3,3,0.0,0.7466666666666667,1836.8,0.3925925925925926,0.5575111111111112,0.1541289437585734,0.0001
debugZBQOi:debugeoEJf,5,adult,aphid,TIME,5,42.298,0.0,3,1,0.4444444444444444,0.7555555555555555,1896.48,0.36296296296296304,0.09679012345679013,0.006639231824416993,0.0001
debugZBQOi:debugeoEJf,6,adult,adapt,TIME,5,11.365,0.0,1,1,0.0,0.44,1743.0,0.0,0.1936,0.0,0.0001
debugZBQOi:debugeoEJf,7,adult,adult,TIME,5,76.616,0.0,1,1,1.0,0.64,1948.0,0.0,0.1296,1.0,0.0001
debugZbyFT:debuggtANH,1,shaft,quest,TIME,0,50.549,0.0,2317,24,0.880625,0.924725,1383.92,0.8751666666666665,0.0019448100000000025,2.9793402777779094e-05,0.0001
debugZbyFT:debuggtANH,2,shaft,malls,TIME,0,49.978,0.0,24,4,0.6649305555555556,0.9002777777777777,1611.96,0.6883101851851852,0.055388315007716016,0.0005466070816186535,0.0001
debugZbyFT:debuggtANH,3,shaft,posts,TIME,0,25.978,0.0,4,3,0.5,0.73,1643.92,0.4083333333333333,0.05289999999999999,0.00840277777777778,0.0001
debugZbyFT:debuggtANH,4,shaft,wrast,TIME,0,43.808,0.0,3,2,0.4444444444444444,0.5777777777777778,1671.12,0.36296296296296304,0.0177777777777778,0.006639231824416993,0.0001
debugZbyFT:debuggtANH,5,shaft,start,TIME,0,82.382,0.0,2,2,0.0,0.71,1855.36,0.36666666666666664,0.5041,0.13444444444444442,0.0001
debugZbyFT:debuggtANH,6,shaft,shoot,TIME,0,177.541,0.0,2,1,0.5,0.61,1892.16,0.4,0.012099999999999998,0.009999999999999995,0.0001
debugZbyFT:debuggtANH,7,shaft,shaft,TIME,0,189.502,0.0,1,1,1.0,0.84,2153.0,0.0,0.02560000000000001,1.0,0.0001
debugZbyFT:debuggtANH,1,draft,shaft,TIME,1,18.509,0.0,2317,3,0.915,0.9302250000000001,1411.6,0.8955416666666668,0.00023180062500000135,0.00037862673611110763,0.0001
debugZbyFT:debuggtANH,2,draft,craft,TIME,1,11.833,0.0,3,2,0.7777777777777778,0.56,2000.48,0.24444444444444446,0.04742716049382714,0.28444444444444444,0.0001
debugZbyFT:debuggtANH,3,draft,draft,TIME,1,7.279,0.0,2,1,0.5,0.68,2110.68,0.13333333333333333,0.03240000000000002,0.13444444444444448,0.0001
debugZbyFT:debuggtANH,1,adapt,draft,TIME,2,3.866,0.0,2317,1,0.87875,0.924075,1386.88,0.8553333333333331,0.0020543556249999952,0.0005483402777777922,0.0001
debugZbyFT:debuggtANH,2,adapt,adapt,TIME,2,107.287,0.0,1,1,1.0,0.44,1743.0,0.0,0.31360000000000005,1.0,0.0001
debugZbyFT:debuggtANH,1,snore,adapt,TIME,3,6.105,0.0,2317,633,0.875,0.9137000000000001,1404.44,0.8940416666666666,0.0014976900000000053,0.0003625850694444428,0.0001
debugZbyFT:debuggtANH,2,snore,quest,TIME,3,8.418,0.0,633,39,0.83875,0.927425,1433.24,0.77275,0.007863255625000011,0.004355999999999993,0.0001
debugZbyFT:debuggtANH,3,snore,pests,TIME,3,21.006999999999998,0.0,39,25,0.547008547008547,0.9245233399079552,1542.96,0.7422748191978961,0.1425174188578831,0.03812891705472497,0.0001
debugZbyFT:debuggtANH,4,snore,makes,TIME,3,25.093000000000004,0.0,25,14,0.5984,0.9288959999999998,1555.12,0.6951466666666667,0.10922760601599986,0.009359917511111107,0.0001
debugZbyFT:debuggtANH,5,snore,easts,TIME,3,8.511000000000001,0.0,14,14,0.0,0.9079591836734694,1628.84,0.7207482993197281,0.8243898792169929,0.5194781109722804,0.0001
debugZbyFT:debuggtANH,6,snore,quake,TIME,3,27.43,0.0,14,14,0.0,0.913673469387755,1650.12,0.6537414965986394,0.8347992086630568,0.4273779443750289,0.0001
debugZbyFT:debuggtANH,7,snore,acute,TIME,3,29.94,0.0,14,10,0.40816326530612235,0.9138775510204081,1656.36,0.6142857142857143,0.25574693877551025,0.0424864639733445,0.0001
debugZbyFT:debuggtANH,8,snore,afire,TIME,3,18.381,0.0,10,3,0.76,0.8856,1741.84,0.43533333333333335,0.015775360000000013,0.10540844444444444,0.0001
debugZbyFT:debuggtANH,9,snore,litre,TIME,3,94.884,0.0,3,3,0.0,0.5733333333333334,1982.6,0.1259259259259259,0.3287111111111111,0.01585733882030178,0.0001
debugZbyFT:debuggtANH,10,snore,score,TIME,3,61.203,0.0,3,3,0.0,0.6044444444444445,1939.56,0.25925925925925924,0.3653530864197531,0.0672153635116598,0.0001
debugZbyFT:debuggtANH,11,snore,shore,TIME,3,5.768,0.0,3,2,0.7777777777777778,0.5955555555555556,1938.32,0.17037037037037042,0.03320493827160492,0.3689437585733882,0.0001
debugZbyFT:debuggtANH,12,snore,snore,TIME,3,23.96,0.0,2,1,0.5,0.71,2145.96,0.23333333333333334,0.044099999999999986,0.07111111111111111,0.0001
debugZbyFT:debuggtANH,1,smile,snore,TIME,4,8.316,0.0,2317,35,0.93875,0.9148000000000002,1400.08,0.87225,0.0005736024999999906,0.004422250000000001,0.0001
debugZbyFT:debuggtANH,2,smile,solve,TIME,4,30.654,0.0,35,9,0.6310204081632653,0.8843755102040817,1673.32,0.6455510204081634,0.06418880773011247,0.00021113869221158098,0.0001
debugZbyFT:debuggtANH,3,smile,slate,TIME,4,64.953,0.0,9,1,0.7407407407407407,0.8296296296296296,1656.28,0.6008230452674896,0.007901234567901238,0.01957696150654542,0.0001
debugZbyFT:debuggtANH,4,smile,scale,TIME,4,19.874000000000002,0.0,1,1,0.0,0.6,1907.0,0.0,0.36,0.0,0.0001
debugZbyFT:debuggtANH,5,smile,smile,TIME,4,21.371,0.0,1,1,1.0,0.6,1907.0,0.0,0.16000000000000003,1.0,0.0001
debugZbyFT:debuggtANH,1,tired,smile,TIME,5,8.127,0.0,2317,46,0.93875,0.9189750000000001,1380.76,0.8500833333333335,0.0003910506249999951,0.007861777777777738,0.0001
debugZbyFT:debuggtANH,2,tired,miles,TIME,5,12.370999999999999,0.0,46,26,0.630625,0.9057000000000001,1636.08,0.6852499999999999,0.07566625562500004,0.0029838906249999918,0.0001
debugZbyFT:debuggtANH,3,tired,aider,TIME,5,34.506,0.0,26,1,0.7529585798816568,0.8365088757396449,1669.08,0.4899408284023668,0.006980651937957347,0.06917833759322156,0.0001
debugZbyFT:debuggtANH,4,tired,dined,TIME,5,26.613000000000003,0.0,1,1,0.0,0.6,1907.0,0.0,0.36,0.0,0.0001
debugZbyFT:debuggtANH,5,tired,aired,TIME,5,21.173000000000002,0.0,1,1,0.0,0.44,1743.0,0.0,0.1936,0.0,0.0001
